Name,Cat_H1,Cat_H2,Cat_H3,Geo,Comment,fail_satus,Lang,Tech_desc,Tech_desc_lang,Tech_applic,Tech_applic_lang,dataset_type,meanAmount,meanValue,Unit,Owner,ILCD,Emission_dict,Emission,Emission_kg
weber rex fix,Bygg,Sement,,FI,"Data quality: Specific data for the product composition are provided by the manufacturer. They represent the production of the declared product and were collected for EPD development in the year of study. Background data is based on registered EPDs according to EN 15804, Ostfold Research databases, ecoinvent and other LCA databases. The data quality of the raw materials in A1 is presented in the table below. Plant manufacturing data is collected for 2017. Raw materials and production volumes are based on the data from September - December 2018 and production plans for the 2019. The whole year data is not available, since products are new.  Allocation: The allocation is made in accordance with the provisions of EN 15804. Incoming energy and water and waste production in-house is allocated equally among all products through mass allocation. Effects of primary production of recycled materials is allocated to the main product in which the material was used. The recycling process and transportation of the material is allocated to this analysis.  Cut-off criteria: All major raw materials and all the essential energy is included. The production processes for raw materials and energy flows with very small amounts (less than 1%) are not included. These cut-off criteria do not apply for hazardous materials and substances. Machines and facilities (capital goods) required for and during production are excluded, as is transportation of employees. ",No,en,"Weber rex fix is designed, produced and CE marked according to EN 12004:2007 + A1:2012 Adhesives for tiles. Requirements, evaluation of conformity, classification and designation. ",en,"Weber rex fix is low dust cementitious adhesive for attaching ceramic tiles in renovation and new constructions indoors and outdoors on various demanding substrates like:  - bathroom, toilet and laudry room tiling - tiling on tiles, PVC, steel and paint - can be used as a bonding bridge. Weber rex fix has long open time, good adhesion on demanding substrates and it is suitable for walls and floors. It has elasticity class S1 (SFS-EN 12002).  The composition of the product is described in the following table:",en,specific dataset,1.0,1.0,Kilogram,Saint-Gobain Finland Oy,96ac1aec-a194-43c6-ba7a-f1b3e0d226b4_00.06.001.xml,"{'A1': 0.396951231096, 'A2': 0.008620908026, 'A3': 0.003609861514, 'A4': 0.02616462, 'A1-A3': 0.409182000636}",0.409182000636,0.409182
"Jotun Super Durable 2903, Jotun Paints (Malaysia) Sdn. Bhd.",Bygg,Maling,,MY,"Data quality: The CEPE database is used as basis for the raw material composition. Specific data for the product composition and raw material amounts has been provided by the manufacturer and represents the production of the declared product. Production site data was collected in 2015. Representative data from ecoinvent v3.2 was used for other processes. The data quality for the material input in A1 is presented in tabular form.  Allocation: The allocation is made in accordance with the provisions of EN 15804. Incoming energy, water and waste production in-house is primarily allocated equally among all products through mass allocation. Specific allocation was performed for certain waste flows according to information provided by the site manager. VOC emissions have been allocated entirely to the production of solvent based paints. Effects of primary production of recycled materials is allocated to the main product in which the material was used. The recycling process and transportation of the material is allocated to this analysis.   Cut-off criteria: All major raw materials and essential energy is included. The production process for raw materials and energy flows with very small amounts (less than 0.1 % dry matter) are not included. In total, more than 99% of the material input is included. These cut-off criteria do not apply for non-energy related emissions (such as wastes, hazardous materials and substances). ",No,en,"Relative Density: 1.2 - 1.9 g/cm³. Film thickness: 60-90 µm Recommended curing time: 10 minutes Recommended curing temperature: 200 °C  The most representative and worst case formulation produced at the manufacturing site is chosen for this EPD. For products with a selection of colours, this will be the formulation with the highest content of titanium dioxide.  The product packaging is based on an average sized carbon box with plastic liner.  For safety, health and environmental conditions, see the Safety Data Sheet for the declared product on www.jotun.com.  For information on technical data, application and use of the product, see the Technical Data Sheet for the declared product on www.jotun.com.",en,"Jotun Super Durable 2903 is a lead-free TGIC-free powder coating and it's specifically designed to meet stringent requirements of the construction industry. It provides longevity to the projects and building components by ensuring high levels of gloss retention, colour stability and corrosion protection along with aesthetic performance. This product also enables efficient application and provides uniform flow and attractive finish even after recycling.  The declared product contributes to the Green Buildings Standard credits. Please see section Green Building Standards.These products are highly recommended to meet gloss retention and colour stability requirements. Primary areas of application are architectural aluminium extrusions and claddings.  When screen printing or sealants are used, it is advised to run separate trials to ensure compatibility and to meet the required performance criteria. For information on Green Building Standard credits, see ""Additional Information"" on page 4.  The material composition of the declared mixed product is given below:",en,specific dataset,1.0,1.0,Kilogram,Jotun A/S,c40ba71a-a5c5-41a5-9b0d-5914e7d73f32_00.16.001.xml,{'A1-A3': 5.73820036661},5.73820036661,5.7382
"PVA Primer, Jotun U.A.E. Ltd. (L.L.C.)",Bygg,Maling,,AE,"Data quality: The CEPE database is used as basis for the raw material composition. Specific data for the product composition and raw material amounts has been provided by the manufacturer and represents the production of the declared product. Production site data was collected in 2015. Representative data from ecoinvent v3.2 was used for other processes. The data quality for the material input in A1 is presented in tabular form.  Allocation: The allocation is made in accordance with the provisions of EN 15804. Incoming energy, water and waste production in-house is primarily allocated equally among all products through mass allocation. Specific allocation was performed for certain waste flows according to information provided by the site manager. VOC emissions have been allocated entirely to the production of solvent based paints. Effects of primary production of recycled materials is allocated to the main product in which the material was used. The recycling process and transportation of the material is allocated to this analysis.   Cut-off criteria: All major raw materials and essential energy is included. The production process for raw materials and energy flows with very small amounts (less than 0.1 % dry matter) are not included. In total, more than 99% of the material input is included. These cut-off criteria do not apply for non-energy related emissions (such as wastes, hazardous materials and substances). ",No,en,"Specific gravity: 1.2 Solids by volume: 16 ± 2 volume% Dry film thickness: 15 - 25 µm   Wet film thickness: 95 - 155 µm   Theoretical spreading rate: 10.7 - 6.4 m²/l  The most representative and worst case formulation produced at the manufacturing site is chosen for this EPD. For products with a selection of colours, this will be the formulation with the highest content of titanium dioxide.  The product packaging is based on an average sized metal packaging, including secondary packaging such as pallets and plastic wrapping.  For safety, health and environmental conditions, see the Safety Data Sheet for the declared product on www.jotun.com.  For information on technical data, application and use of the product, see the Technical Data Sheet for the declared product on www.jotun.com.",en,"PVA Primer is an emulsion primer designed for interior purposes. It is based on an acrylic copolymer emulsion and offers good flow, hiding power and incan anti bacterial.   The declared product has very low VOC which ensures good indoor air quality. It is ideal for priming interior surfaces. For information on Green Building Standard credits, see ""Additional Information"" on page 4.  The material composition of the declared mixed product is given below:",en,specific dataset,1.0,1.0,Kilogram,Jotun A/S,46a78c2d-423f-480f-8d68-4ebb6ca9a066_00.04.001.xml,{'A1-A3': 1.040927998598},1.040927998598,1.040928
"Fenomastic Ipek Mat Antibakteriyel, Jotun Boya San. ve Tic. A.S.",Bygg,Maling,,TR,"Data quality: The CEPE database is used as basis for the raw material composition. Specific data for the product composition and raw material amounts has been provided by the manufacturer and represents the production of the declared product. Production site data was collected in 2015. Representative data from ecoinvent v3.2 was used for other processes. The data quality for the material input in A1 is presented in tabular form.  Allocation: The allocation is made in accordance with the provisions of EN 15804. Incoming energy, water and waste production in-house is primarily allocated equally among all products through mass allocation. Specific allocation was performed for certain waste flows according to information provided by the site manager. VOC emissions have been allocated entirely to the production of solvent based paints. Effects of primary production of recycled materials is allocated to the main product in which the material was used. The recycling process and transportation of the material is allocated to this analysis.   Cut-off criteria: All major raw materials and essential energy is included. The production process for raw materials and energy flows with very small amounts (less than 0.1 % dry matter) are not included. In total, more than 99% of the material input is included. These cut-off criteria do not apply for non-energy related emissions (such as wastes, hazardous materials and substances). ",No,en,"Specific gravity: 1.32 g/cm³ Solids by volume: 34 ± 2 volume % Dry film thickness: 25 - 35 µm Wet film thickness: 73 - 103 µm  Theoretical spreading rate: 10 - 14 m²/l  The most representative and worst case formulation produced at the manufacturing site is chosen for this EPD. For products with a selection of colours, this will be the formulation with the highest content of titanium dioxide.  The product packaging is based on an average sized plastic packaging, including secondary packaging such as pallets and plastic wrapping.  For safety, health and environmental conditions, see the Safety Data Sheet for the declared product on www.jotun.com.  For information on technical data, application and use of the product, see the Technical Data Sheet for the declared product on www.jotun.com.",en,"Fenomastic Ipek Mat Anti-Bakteriyel is a silicone acrylic antibacterial decorative interior wall paint which provides excellent finish with easy application. The declared product is water based and offers a silky and smooth finish. It is easy to apply and good spreading; with high covering and retouching properties. No splash during application; no brush or roller marks. It is also odourless paint, meaning no odour during and after paint application. Antibacterial and antifungal activity on the tested microorganisms: E. Coli, S. Aureus, A. Niger, P.Purpurogeum, MRSA, VRE. The product is ideal for interior ceiling surfaces. For information on Green Building Standard credits, see ""Additional Information"" on page 4.  The material composition of the declared product is given below:",en,specific dataset,1.0,1.0,Kilogram,Jotun A/S,2b475c33-ed38-471b-830a-1c57776893e4_00.08.001.xml,{'A1-A3': 2.559331234127},2.559331234127,2.5593312
Bolt anchor vemo B1988,Bygg,"Stål-, aluminiumskonstruksjoner",,NO,Data quality: Specific data for the product composition are provided by the manufacturer. The data represent the production of the declared product and were collected for EPD development in the year of study. Background data is based on EPDs according to EN 15804 and different LCA databases. The data quality of the raw materials in A1 is presented in the table below.  Allocation: The allocation is made in accordance with the provisions of EN 15804. Incoming energy and water and waste production in-house is allocated equally among all products through mass allocation. Effects of primary production of recycled materials is allocated to the main product in which the material was used. The recycling process and transportation of the material is allocated to this analysis.  Cut-off criteria: All major raw materials and all the essential energy is included. The production processes for raw materials and energy flows with very small amounts (less than 1%) are not included. These cut-off criteria do not apply for hazardous materials and substances. ,No,en,"Sleeve: 20Cr4 / 20Cr or equivalent, bolt anchor: quality grade 8.8 acc. to ISO 898-1, Sleeve: HDG acc. to ISO 1461, bolt Black Oxide acc. to ISO 50938",en,"The product is used as bolt anchor for betong elements. The bolt anchor vemo  are produced according to EN 1090-2 and CE-marked. The product is available in several dimensions and capacity , see product data sheet in instruction manual : Hylse Vemo 1988",en,specific dataset,1.0,1.0,Kilogram,Pretec Norge AS,eef334c9-6800-4200-8da2-3f7c09562b47_00.05.000.xml,"{'A1-A3': 2.265056532163, 'A4': 0.15855646366, 'A5': 0.000353545005, 'C1': 0.05674445843, 'C2': 0.0270551901, 'C3': 0.0, 'C4': 0.0, 'D': -1.169097583263}",2.265056532163,2.2650566
"SteelMaster 1200HPE, Jotun Paints Europe Ltd (UK)",Bygg,Maling,,GB,"Data quality: The CEPE database is used as basis for the raw material composition. Specific data for the product composition and raw material amounts has been provided by the manufacturer and represents the production of the declared product. Production site data was collected in 2015. Representative data from ecoinvent v3.2 was used for other processes. The data quality for the material input in A1 is presented in tabular form.  Allocation: The allocation is made in accordance with the provisions of EN 15804. Incoming energy, water and waste production in-house is primarily allocated equally among all products through mass allocation. Specific allocation was performed for certain waste flows according to information provided by the site manager. VOC emissions have been allocated entirely to the production of solvent based paints. Effects of primary production of recycled materials is allocated to the main product in which the material was used. The recycling process and transportation of the material is allocated to this analysis.   Cut-off criteria: All major raw materials and essential energy is included. The production process for raw materials and energy flows with very small amounts (less than 0.1 % dry matter) are not included. In total, more than 99% of the material input is included. These cut-off criteria do not apply for non-energy related emissions (such as wastes, hazardous materials and substances). ",No,en,"Product mixing ratio (by volume): SteelMaster 1200HPE Comp A: 2.35 part(s) SteelMaster 1200HPE Comp B: 1 part  Density Comp. A: 1.47 g/cm³ Density Comp. B: 1.47 g/cm³  Solids by volume: 99.5 ± 0.5 volume% Dry film thickness: 0.5 - 3 mm per coat  The most representative and worst case formulation produced at the manufacturing site is chosen for this EPD. For products with a selection of colours, this will be the formulation with the highest content of titanium dioxide.  The product packaging is based on an average sized metal packaging, including secondary packaging such as pallets and plastic wrapping.  For safety, health and environmental conditions, see the Safety Data Sheet for the declared product on www.jotun.com.  For information on technical data, application and use of the product, see the Technical Data Sheet for the declared product on www.jotun.com.",en,"SteelMaster 1200HPE is a two component solvent free amine cured epoxy intumescent coating. Independently approved for fire protection of structural steel exposed to cellulosic fire. It can be used direct to metal, as a mid coat or finish coat in atmospheric environments and is suitable on approved primers on carbon steel substrates.   Typical use Specially designed as reactive fire protection for steel constructions. Suitable for structural steel exposed to external environments up to corrosivity category C5 (ISO 12944-2) with or without topcoat. Where a durable aesthetic finish and colour scheme is required, it is recommended to overcoat with an approved topcoat. For a detailed coating specification, please contact your local Jotun representative. For information on Green Building Standard credits, see ""Additional Information"" on page 4.  The material composition of the declared mixed product is given below:",en,specific dataset,1.0,1.0,Kilogram,Jotun A/S,248ec15d-b7b4-4555-8dce-faecb6d92d08_00.06.001.xml,{'A1-A3': 5.972315376366},5.972315376366,5.9723153
"Jotun Tough Shield Max(Matt), Jotun Paints (Malaysia) Sdn. Bhd.",Bygg,Maling,,MY,"Data quality: The CEPE database is used as basis for the raw material composition. Specific data for the product composition and raw material amounts has been provided by the manufacturer and represents the production of the declared product. Production site data was collected in 2015. Representative data from ecoinvent v3.2 was used for other processes. The data quality for the material input in A1 is presented in tabular form.  Allocation: The allocation is made in accordance with the provisions of EN 15804. Incoming energy, water and waste production in-house is primarily allocated equally among all products through mass allocation. Specific allocation was performed for certain waste flows according to information provided by the site manager. VOC emissions have been allocated entirely to the production of solvent based paints. Effects of primary production of recycled materials is allocated to the main product in which the material was used. The recycling process and transportation of the material is allocated to this analysis.   Cut-off criteria: All major raw materials and essential energy is included. The production process for raw materials and energy flows with very small amounts (less than 0.1 % dry matter) are not included. In total, more than 99% of the material input is included. These cut-off criteria do not apply for non-energy related emissions (such as wastes, hazardous materials and substances). ",No,en,"Density: 1.3 g/cm³.  Solids by volume: 37 ± 2 volume%  Film thickness per coat: Dry film thickness: 30 - 40 µm Wet film thickness: 81 - 108 µm   Theoretical spreading rate: 12.3-9.3 m²/l  The most representative and worst case formulation produced at the manufacturing site is chosen for this EPD. For products with a selection of colours, this will be the formulation with the highest content of titanium dioxide.  The product packaging is based on an average sized plastic packaging, including secondary packaging such as pallets and plastic wrapping.  For safety, health and environmental conditions, see the Safety Data Sheet for the declared product on www.jotun.com.  For information on technical data, application and use of the product, see the Technical Data Sheet for the declared product on www.jotun.com. ",en,"Jotun Tough Shield Max(Matt) is an exterior paint formulated with modified acrylic binder and has matt finish. It provides lasting colours and strong weathering protection, shielding off UV radiation that can cause damage, keeps the colour lasting on your wall, and provides an all-round protection you can trust and rely on at all times.  The declared product has UV Protected Colours - formulated with UV protection to resist damages and to keep the colours on your exterior wall and Anti Algae & Anti Fungal - Keeps your wall clean and free from algae and fungal growth.  Jotun Tough Shield Max(Matt) is easy to apply with improved flow and leveling for better coverage.  The declared product is free from APEO and formaldehyde, heavy metals has not been used as active ingredients and has low volatile organic compound (VOC).  Jotun Tough Shield Max(Matt) is suitable for new buildings or repainting. For information on Green Building Standard credits, see ""Additional Information"" on page 4.  The material composition of the declared mixed product is given below:",en,specific dataset,1.0,1.0,Kilogram,Jotun A/S,096bdaaa-e5cf-4aaf-9e71-ee242bad8cb3_00.03.001.xml,{'A1-A3': 2.027738006112},2.027738006112,2.027738
"Jotun Super Durable 2901, Jotun Thailand Ltd.",Bygg,Maling,,NO,"Data quality: The CEPE database is used as basis for the raw material composition. Specific data for the product composition and raw material amounts has been provided by the manufacturer and represents the production of the declared product. Production site data was collected in 2015. Representative data from ecoinvent v3.2 was used for other processes. The data quality for the material input in A1 is presented in tabular form.  Allocation: The allocation is made in accordance with the provisions of EN 15804. Incoming energy, water and waste production in-house is primarily allocated equally among all products through mass allocation. Specific allocation was performed for certain waste flows according to information provided by the site manager. VOC emissions have been allocated entirely to the production of solvent based paints. Effects of primary production of recycled materials is allocated to the main product in which the material was used. The recycling process and transportation of the material is allocated to this analysis.   Cut-off criteria: All major raw materials and essential energy is included. The production process for raw materials and energy flows with very small amounts (less than 0.1 % dry matter) are not included. In total, more than 99% of the material input is included. These cut-off criteria do not apply for non-energy related emissions (such as wastes, hazardous materials and substances). ",No,en,"Density: 1.2 -­ 1.9 g/cm³  Film thickness: 60 ­- 90 µm Recommended curing time: 10 minutes Recommended curing temperature: 200 °C  The most representative and worst case formulation is chosen for this EPD. For products with a selection of colours, this will be the formulation with the highest content of titanium dioxide.  The product packaging is based on an average packaging size of a carton box with plastic liner.  The declared product is certified according to Qualicoat Class 2, GSB Master standard, and has weathering performance in line with AAMA 2604. The approval is specific to colour and local Jotun Powder Coatings unit.  For safety, health and environmental conditions, see the Safety Data Sheet for the declared product on www.jotun.com.  For information on technical data, application and use of the product, see the Technical Data Sheet and Application Guide for the declared product on www.jotun.com.",en,"Jotun Super Durable 2901 is a lead-free TGIC-free powder coating specifically designed to meet stringent requirements of the construction industry. It provides longevity to the projects and building components by ensuring high levels of gloss retention, colour stability and corrosion protection along with aesthetic performance. This powder enables efficient application and provides uniform flow and attractive finish even after recycling. The declared product is highly recommended to meet gloss retention and colour stability requirements. Primary areas of application are architectural aluminium extrusions and claddings.  When screen printing or sealants are used, it is advised to run separate trials to ensure compatibility and to meet the required performance criteria. Powder coating is applied in air-and-powder mix in a strictly controlled factory process using electrostatic gun and a high temperature curing oven to create film. Virtually no VOCs are released in the process compared to traditional liquid paints. Unused or oversprayed powder can be recycled with minimal wastage, and disposal is easy and safe. In addition, all Jotun Powder Coatings' products are lead-free. For information on Green Building Standard credits, see ""Additional Information"" on page 4.  The material composition of the declared product is given below:",en,specific dataset,1.0,1.0,Kilogram,Jotun A/S,00eeb624-6f8d-4cdf-b335-795548ee9afa_00.15.001.xml,{'A1-A3': 6.34261873039},6.34261873039,6.342619
weberfloor 4686N Marine Extra Light,Bygg,Teknisk-kjemiske byggevareprodukter,,SE,"Data quality: Specific data for the product composition are provided by the manufacturer. They represent the production of the declared product and were collected for EPD development in the year of study. Background data is based on registered EPDs according to EN 15804, Ostfold Research databases, ecoinvent and other LCA databases. The data quality of the raw materials in A1 is presented in the table below.  Allocation: The allocation is made in accordance with the provisions of EN 15804. Incoming energy and water and waste production in-house is allocated equally among all products through mass allocation. Effects of primary production of recycled materials is allocated to the main product in which the material was used. The recycling process and transportation of the material is allocated to this analysis.  Cut-off criteria: All major raw materials and all the essential energy is included. The production processes for raw materials and energy flows with very small amounts (less than 1%) are not included. These cut-off criteria do not apply for hazardous materials and substances. ",No,en,"weberfloor 4686N Marine Extra Light is designed, produced and CE marked according to EN 13813   For further information, see www.weber-marine.com",en,"weberfloor 4686N Marine Extra Light is a lightweight, polymer modified cement-based levelling and fine smoothing compound for steel-, galvanized steel- and aluminum decks in layer thicknesses from 0 to 30 mm. weberfloor 4686 meets all fire technical requirements as an underlayment for floor coverings onboard passenger/merchant vessels and offshore installations according to IMO Res. A.687 (16). The composition of the product is described in the following table:",en,specific dataset,1.0,1.0,Kilogram,"Saint-Gobain Sweden AB, Weber floor ",6c517e3b-2d55-4982-9dab-756eba1d4de7_00.03.001.xml,"{'A1-A3': 0.504810200318, 'A4': 0.02616462, 'A5': 0.005763414597, 'C1': 0.00396, 'C2': 0.00436077, 'C3': 0.000156248129, 'C4': 0.000518, 'D': -0.003573}",0.504810200318,0.5048102
Kemiitti 510  ,Bygg,Eksplosiver,,FI,"Specific data is used to model A4 transportation, detonation stage and production operations at Karlskoga and Gällivare production plant. Specific data represent year 2018. Locations of raw material suppliers and A2 transportation of raw materials are partly modelled based on specific data. Generic data is used to model the production of raw materials, energy etc. (background processes). Generic data is mainly from Gabi Professional database. Ecoinvent database and literature sources are also used to fill data gaps. Characterization factors are based on EN 15804:2012. Ozone depletion potential result is deemed the most uncertain of the assessed environmental impact results due to the usage of secondary data that includes CFCs. Data used is not older than 10 years  Allocation is conducted in accordance with the provisions of EN 15804. Energy and water inputs, and municipal waste generated are allocated equally among all products manufactured at the production plant through mass allocation. Influence of primary production of a recycled material is allocated to the main product for which the material was used. The recycling process and transportation of the material is allocated to this analysis.   All major raw material and energy inputs are included. Production processes of specific raw materials and energy flows that are used in minor quantities (<1% of total mass input or energy use of a unit process) are not included in the assessment. This cutoff rule does not apply for hazardous materials and substances ",No,en,"1 kg of bulk emulsion explosive EC-type examination certificates: CE0589 (BAM, Germany), PvTT 115/03",en,"Kemiitti 510 is an emulsion explosive produced at use site and pumped straight into the borehole. Kemiitti 510 is available with solid ammonium nitrate prills (0-30 %) and normally used for quarry, open pit and open cut excavations. Kemiitti 510 consists of matrix, solid ammonium nitrate prills, gassing agent, auxiliary materials and lubricating water. Semi-finished components are transported directly from Karlskoga to user site by Mobile Explosives Manufacturing Units (MEMUs). Kemiitti 510 is produced at the blasting site in a MEMU truck by mixing semi-finished components that are non-explosive materials. The mixed product is pumped into the borehole where a chemical reaction sensitizes it to a finished explosive Energy content of Kemiitti 510: 3.1 MJ/kg",en,specific dataset,1.0,1.0,Kilogram,Oy Forcit Ab,dc5d02da-cddf-41b4-9904-315669f21e6f_00.03.001.xml,"{'A1-A3': 0.984, 'A4': 0.0357, 'A5': 0.00965}",0.984,0.984
Hydro Aluminium Sheet Ingot Products,Bygg,"Stål-, aluminiumskonstruksjoner",,NO,"Specific data are used for all of Hydro's processes, based on the production year 2018, and are collected the first months of 2019 and 2020. As Hydro has ownership in a total value chain from mining of bauxite to production of aluminium extrusion ingots, all stages from A1 to A4 are covered by specific data. Background data on for instance transport and electricity production are from ecoinvent 3.4 (April 2018)  The allocation is made in accordance with the provisions of EN 15804. Incoming energy and water and waste production inhouse is allocated equally among all products through mass allocation. For almost all processes, detailed data are provided for each process step, and the main allocation is between aluminium hydroxide and aluminium oxide in the production of alumina. Effects of primary production of recycled materials are allocated to the main product in which the material was used. The recycling process and transportation of the material is allocated to this analysis.   All major raw materials and all the essential energy is included. The production process for raw materials and energy flows that are included with very small amounts (<1%) are not included. This cut-off rule does not apply for hazardous materials and substances, and mostly apply for alloying elements that are added in less than per thousandth. ",No,en,"All products are produced according to European standard EN-487 and according to customer requirements. Sheet ingots are produced in thicknesses ranging from 400 600 mm, widths from 800 to 2200 mm and lengths up to 8.5 m Weight between 2 and 30 mt For more detailed information about shapes, dimensions and tolerances: https://www.hydro.com/en-NO/products-andservices/casthouse-products/sheet-ingots/",en,"This EPD covers production of Sheet Ingot from Hydro Aluminium’ s Norwegian Smelters. The primary Aluminum used in the products is produced based on renewable power production in Norway. Products covered are variants within the 1xxx, 3xxx, 4xxx, 5xxx, 6xxx and 8xxx alloy groups.  1 kg Hydro Aluminium Sheet Ingot. The EPD also covers modules C2-C4 and D. The Hydro Aluminium Sheet Ingots are produced in the Norwegian smelters in Årdal and Høyanger. The presented results is a weighed average of production volumes in 2018.  Product specification: Materials                                        kg       % Primary Liquid Al from own Electrolysis Market:  0,86     86 % Primary Metal from external sources              0,12     12 % Alloying elements                                0,02      2 %",en,specific dataset,1.0,1.0,Kilogram,Hydro Aluminium AS,2481e791-8505-4293-9971-83323bf1074f_00.03.003.xml,"{'A1-A3': 4.65, 'A4': 0.0344, 'C2': 0.00691, 'C3': 0.222, 'C4': 0.0, 'D': -4.31}",4.65,4.65
"I, H, U, L, T and wide flats hot-rolled sections",Bygg,"Stål-, aluminiumskonstruksjoner",,NO,"Data Quality: General requirements and guidelines concerning the use of generic and specific data and the quality of those are as described in EN 15804: 2012+A1:2013, clause 6.3.6 and 6.3.7. The data is representative according to temporal, geographical and technological requirements. Databases used have been ecoinvent v3.4 and supplier's EPD (EPD-ARM-20180070-IBD1-EN). Calculations have been carried out using Simapro v8.5    Allocation: The allocation is made in accordance with the provisions of EN 15804. Input flows, wastes and emissions are allocated equally among all products through mass allocation    Cut-off Material: All major raw materials and all the essential energy is included. The production process for raw materials and energy flows that are included with very small amounts (<1%) are not included. This cut-off rule does not apply for hazardous materials and substances. ",No,en,"Product Composition:  99% alloyed steel, 1% paints",en," I, H, U, L, T and wide flats sections are made of hot-rolled sections used in building frame structures.",en,specific dataset,1.0,1.0,Kilogram,Metacon AS,d62ac7c0-d0d9-42fd-9610-7bad4b1eab94_00.07.002.xml,"{'C3': 0.000219, 'A4': 0.0259, 'A1-A3': 1.04, 'C1': 0.0215, 'D': 0.178, 'C4': 5.3e-05, 'C2': 0.0686}",1.04,1.04
"Fenomastic My Home Rich Matt, El-Mohandes Jotun S.A.E.",Bygg,Maling,,EG,"Data quality: The CEPE database is used as basis for the raw material composition. Specific data for the product composition and raw material amounts has been provided by the manufacturer and represents the production of the declared product. Production site data was collected in 2015. Representative data from ecoinvent v3.2 was used for other processes. The data quality for the material input in A1 is presented in tabular form.  Allocation: The allocation is made in accordance with the provisions of EN 15804. Incoming energy, water and waste production in-house is primarily allocated equally among all products through mass allocation. Specific allocation was performed for certain waste flows according to information provided by the site manager. VOC emissions have been allocated entirely to the production of solvent based paints. Effects of primary production of recycled materials is allocated to the main product in which the material was used. The recycling process and transportation of the material is allocated to this analysis.   Cut-off criteria: All major raw materials and essential energy is included. The production process for raw materials and energy flows with very small amounts (less than 0.1 % dry matter) are not included. In total, more than 99% of the material input is included. These cut-off criteria do not apply for non-energy related emissions (such as wastes, hazardous materials and substances). ",No,en,"Specific gravity: 1.59 Solids by volume: 40 ± 2 volume%  Film thickness per coat: Dry film thickness 30 - 55 µm Wet film thickness 75 - 135 µm Film thickness will vary and is calculated as average.  Theoretical spreading rate 13.3 - 7.3 m²/l    The most representative and worst case formulation produced at the manufacturing site is chosen for this EPD. For products with a selection of colours, this will be the formulation with the highest content of titanium dioxide.  The product packaging is based on an average sized metal packaging, including secondary packaging such as pallets and plastic wrapping.  For safety, health and environmental conditions, see the Safety Data Sheet for the declared product on www.jotun.com.  For information on technical data, application and use of the product, see the Technical Data Sheet for the declared product on www.jotun.com. ",en,"Fenomastic My Home Rich Matt is a superior quality emulsion paint, with enriched colour experience due to the accuracy of colours and its matt finish. It is based on pure acrylic emulsion and designed for all interior surfaces. This product offers a wider selection of colours which come out more beautifully because of the matt finish. The deep colours look rich, and the strong colours look soft as they are undisturbed by gloss. It also has enhanced film properties.  The declared product has very low VOC which ensures good indoor air quality. It offers good flow, hiding power, incan anti bacterial and colour retention properties. It also provides durable and washable matt finish.   This product is free from harmful chemicals like APEO, formaldehyde. Heavy metals are not used as active ingredients. It is a specially formulated topcoat recommended for all indoor spaces, including residential areas, villas and hotels.  For information on Green Building Standard credits, see ""Additional Information"" on page 4.  The material composition of the declared mixed product is given below:",en,specific dataset,1.0,1.0,Kilogram,Jotun A/S,f59daf17-a69c-4423-8370-24ccaaf050bd_00.08.001.xml,{'A1-A3': 1.982572140163},1.982572140163,1.9825722
